Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
Rua Joana Martins Castilho,São Paulo,200,2,2,3,540000,False,Vila Água Funda
,São Paulo,1700,4,7,13,3300000,False,Jardim das Camélias
Rua Miranda Guerra,São Paulo,250,4,4,3,1450000,False,Jardim Petrópolis
,São Paulo,200,2,3,4,1090000,False,Jardim Virginia Bianca
Rua Itatinga,São Paulo,350,4,6,4,3000000,False,Pacaembu
Rua Baguassu,São Paulo,288,3,3,3,1980000,False,Vila Regente Feijó
Rua Dona Germaine Burchard,São Paulo,110,3,1,2,1300000,False,Água Branca
Rua Veraldo José de Souza,São Paulo,200,3,3,2,1650,True,Jardim D'Abril
Rua Luisiania,São Paulo,249,4,5,4,2200000,False,Brooklin Paulista
,São Paulo,244,3,5,2,890000,False,Jardim Morumbi
Rua Pedro Madureira,São Paulo,270,3,3,3,1300000,False,Jardim São Paulo
Rua Bernardino Pinheiro,São Paulo,195,3,1,5,650000,False,Vila Rosaria
Rua Pedro Rodrigues Marques,São Paulo,88,2,3,2,360000,False,Jardim Ana Maria
,São Paulo,273,3,4,3,1600000,False,Jardim Viana
Rua Matias Quevedo,São Paulo,100,2,2,1,300000,False,Conjunto Residencial José Bonifácio
,São Paulo,296,4,4,4,1550000,False,Jardim Franca
Rua Pirituba,São Paulo,120,2,2,2,1000000,False,Mirandópolis
Rua Rodolfo Arena,São Paulo,54,1,1,2,305000,False,Vila Moraes
Alameda dos Anapurus,São Paulo,218,3,3,3,1745000,False,Indianópolis
Rua Leme do Prado,São Paulo,300,3,3,2,1420000,False,Santo Amaro
Rua Manuel Pereira Guimarães,São Paulo,120,5,4,2,3500,True,Granja Julieta
,São Paulo,266,4,3,3,2500000,False,Jardim Célia
Rua Doutor Benedito Matarazzo,São Paulo,160,3,3,3,550000,False,Parque Maria Helena
Rua Desembargador Vicente Penteado,São Paulo,410,4,6,3,5200000,False,Jardim América
Rua Umburanas,São Paulo,370,4,5,4,4100000,False,Alto de Pinheiros
,São Paulo,566,4,7,8,3500000,False,Morumbi
,São Paulo,98,2,1,2,369999,False,Parque Guarani
Rua Conde D'Eu,São Paulo,312,4,3,3,1700000,False,Santo Amaro
Rua das Fiandeiras,São Paulo,300,3,5,2,3900000,False,Vila Olímpia
Rua Juvenal Galeno,São Paulo,280,3,5,7,1389000,False,Jardim da Saúde
Rua Falchi Gianini,São Paulo,120,3,2,3,565000,False,Vila Prudente
Rua Erva Cidreira,São Paulo,160,3,3,2,689900,False,Jardim Vista Linda
Alameda Casa Branca,São Paulo,180,2,1,2,2100000,False,Jardim Paulista
Rua General Fonseca Teles,São Paulo,420,4,6,3,8700000,False,Jardim Paulista
Rua Iraci,São Paulo,136,3,4,3,8000,True,Jardim Paulistano
Rua Aparaó,São Paulo,320,3,4,7,1980000,False,Vila Inah
Rua Saramenha,São Paulo,300,4,4,4,1650000,False,Sumaré
,São Paulo,187,3,1,5,690000,False,Vila Brasilina
,São Paulo,135,3,1,2,589000,False,Vila Antonieta
Rua Honduras,São Paulo,500,4,7,8,29000,True,Jardim Paulista
Rua Backer,São Paulo,248,3,3,2,890000,False,Cambuci
Rua Duartina,São Paulo,345,4,3,6,2800000,False,Sumaré
Rua Estevão Baião,São Paulo,125,2,2,1,600000,False,Vila Congonhas
Rua Professor Athanassof,São Paulo,150,3,2,2,430000,False,Cidade Patriarca
Rua Desembargador do Vale,São Paulo,148,3,2,1,830000,False,Perdizes
Rua Carlos Malheiro Dias,São Paulo,108,3,3,3,598000,False,Vila Pirituba
Avenida Euclides,São Paulo,140,3,2,2,625400,False,Vila Fachini
Rua Murajuba,São Paulo,300,2,4,2,3350000,False,Alto de Pinheiros
,São Paulo,1510,5,5,20,65000000,False,Jardim Europa
,São Paulo,88,2,2,3,470000,False,Vila Ema
Rua Antônio de Gouveia Giudice,São Paulo,340,4,7,3,4250000,False,Alto de Pinheiros
Rua Antônio Carlos de Andrade,São Paulo,136,3,2,3,550000,False,Veleiros
Rua Marjorie Prado,São Paulo,400,4,6,4,1200000,False,Jardim Marajoara
,São Paulo,35,1,1,1,2800,True,Vila Madalena
,São Paulo,520,4,6,4,45000,True,Jardim Europa
Rua Pedro Teixeira,São Paulo,135,3,3,1,1100000,False,Vila Olímpia
,São Paulo,445,2,3,4,1900000,False,Jardim Morumbi
Rua Porto Martins,São Paulo,160,3,1,2,1400000,False,Brooklin Paulista
Rua Ernesto Nazaré,São Paulo,434,4,4,5,3900000,False,Alto de Pinheiros
,São Paulo,270,4,3,2,2995000,False,Vila Nova Conceição
,São Paulo,35,1,1,1,2800,True,Vila Madalena
,São Paulo,520,4,6,4,45000,True,Jardim Europa
Rua Pedro Teixeira,São Paulo,135,3,3,1,1100000,False,Vila Olímpia
,São Paulo,445,2,3,4,1900000,False,Jardim Morumbi
Rua Porto Martins,São Paulo,160,3,1,2,1400000,False,Brooklin Paulista
Rua Ernesto Nazaré,São Paulo,434,4,4,5,3900000,False,Alto de Pinheiros
,São Paulo,270,4,3,2,2995000,False,Vila Nova Conceição
,São Paulo,426,4,7,5,2700000,False,Alto de Pinheiros
,São Paulo,410,3,5,3,4200000,False,Boaçava
,São Paulo,337,4,5,4,2900000,False,Alto de Pinheiros
,São Paulo,160,3,4,2,770000,False,Vila Morse
Avenida Doutor Cardoso de Melo,São Paulo,200,2,1,2,2900000,False,Vila Olímpia
Rua Orlando Chiodi,São Paulo,150,3,2,1,420000,False,Vila Antônio dos Santos
Rua Princesa Leopoldina,São Paulo,150,3,2,4,1500000,False,Alto da Lapa
Rua Geórgia,São Paulo,130,2,5,1,1700000,False,Brooklin Paulista
Rua Januário Miraglia,São Paulo,180,3,1,4,2980000,False,Vila Nova Conceição
Rua das Fiandeiras,São Paulo,300,4,1,2,3900000,False,Vila Olímpia
Rua Januário Cardoso,São Paulo,550,2,4,2,15500000,False,Vila Nova Conceição
Rua Buarque,São Paulo,360,4,6,5,1900000,False,Vila Inah
,São Paulo,328,2,3,2,3500000,False,Itaim Bibi
Rua Dona Ana Helena de Salles Gusmão,São Paulo,363,4,6,4,5600000,False,Jardim Paulistano
Rua Vicente Pereira,São Paulo,600,6,7,6,3800000,False,Barro Branco
,São Paulo,120,3,2,2,585000,False,Conjunto Residencial Vista Verde
Rua General Euclides Figueiredo,São Paulo,550,4,7,3,13000,True,Morumbi
Rua Deodato Saraiva da Silva,São Paulo,300,3,2,1,550000,False,Parque das Paineiras
Rua Adelino Bertoli,São Paulo,274,4,3,2,600000,False,Vila Dom Pedro II
Rua Assungui,São Paulo,500,1,1,1,10000,True,Vila Gumercindo
,São Paulo,150,3,5,8,2000000,False,Jardim Franca
,São Paulo,200,4,4,2,3800,True,Alto da Lapa
,São Paulo,720,4,5,4,4700000,False,Cidade Jardim
Rua Califórnia,São Paulo,117,3,3,1,4500,True,Cidade Monções
Rua Marabá Paulista,São Paulo,115,2,2,1,400000,False,Vila Bancária Munhoz
Rua Comendador Gabriel Calfat,São Paulo,554,4,7,3,2350000,False,Jardim Leonor
Rua Emboabas,São Paulo,400,6,4,6,1950000,False,Brooklin Paulista
Rua Curuzu,São Paulo,216,3,5,3,2500000,False,Alto da Lapa
Rua Doutor Manoel Maria Tourinho,São Paulo,400,3,3,8,5995500,False,Pacaembu
,São Paulo,200,3,3,2,3280000,False,Jardim Paulistano
Avenida Indianópolis,São Paulo,420,4,3,2,12000,True,Indianópolis
,São Paulo,400,4,3,4,2111000,False,Alto de Pinheiros
Rua Gaivota,São Paulo,360,4,6,3,4490000,False,Moema
Avenida Amarilis,São Paulo,840,4,6,8,5797000,False,Cidade Jardim
,São Paulo,290,3,4,4,1950000,False,Jardim Guedala
Rua Banibás,São Paulo,203,3,4,4,2800000,False,Alto de Pinheiros
,São Paulo,764,4,4,6,3500000,False,Morumbi
Rua Afonso José de Carvalho,São Paulo,300,2,1,2,1595000,False,Vila Madalena
Avenida IV Centenário,São Paulo,675,8,6,9,9900000,False,Jardim Luzitânia
Rua Rodrigues Seixas,São Paulo,50,2,1,1,200000,False,Cidade Líder
Rua Mário Whately,São Paulo,200,3,1,3,1280000,False,Alto da Lapa
Rua Senador Vergueiro,São Paulo,380,4,4,8,11000,True,Santo Amaro
,São Paulo,250,4,4,4,1150000,False,Parque São Domingos
Rua Bernardino de Campos,São Paulo,180,3,3,2,900000,False,Campo Belo
Rua Cruzeiro,São Paulo,70,2,2,2,460000,False,Barra Funda
Rua Mauricina,São Paulo,150,2,3,3,1280000,False,Vila Romana
,São Paulo,506,4,5,6,3500000,False,Jardim Leonor
Rua Guararapes,São Paulo,130,3,1,2,1100000,False,Brooklin Paulista
Rua Cerro Corá,São Paulo,98,2,2,1,791000,False,Vila Romana
,São Paulo,430,4,6,4,10800,True,Jardim Guedala
Rua Igaratinga,São Paulo,80,2,2,2,490000,False,Vila Santa Clara
Rua Marco Aurélio,São Paulo,270,3,2,1,950000,False,Vila Romana
Rua Colorado,São Paulo,232,3,2,3,450000,False,Vila Carioca
Rua Itaperuna,São Paulo,380,4,6,3,20000,True,Pacaembu
Alameda dos Indígenas,São Paulo,312,3,3,5,1900000,False,Planalto Paulista
Rua Domingos Furtado Valadares,São Paulo,178,3,4,3,550000,False,Jardim Consórcio
Rua Joaquim Nabuco,São Paulo,200,3,1,4,1600000,False,Brooklin Paulista
,São Paulo,450,3,4,5,3100000,False,Jardim Guedala
,São Paulo,420,4,5,6,1864500,False,Alto da Lapa
Rua Constantino de Sousa,São Paulo,480,6,7,5,7200000,False,Campo Belo
,São Paulo,365,3,5,4,3300000,False,Jardim Guedala
,São Paulo,460,3,4,3,5500000,False,Jardim Luzitânia
Rua Primavera,São Paulo,665,4,4,6,5500000,False,Jardim Paulista
Rua Paulo Rafael,São Paulo,110,2,2,2,480000,False,Vila Hebe
Rua Wanderley,São Paulo,600,6,6,4,2300000,False,Perdizes
Rua Wanderley,São Paulo,600,6,6,4,2300000,False,Perdizes
Rua Álvaro Rodrigues,São Paulo,300,3,2,3,1276600,False,Vila Cordeiro
Rua Doutor João Batista de Lacerda,São Paulo,100,3,1,1,852000,False,Quarta Parada
Rua Jandiro Joaquim Pereira,São Paulo,436,4,5,4,1600000,False,Morumbi
,São Paulo,650,4,7,5,4500000,False,Jardim Guedala
Rua Morais de Barros,São Paulo,140,4,2,8,2020000,False,Campo Belo
Rua General Lecor,São Paulo,106,2,1,1,5000,True,Ipiranga
Rua Antônio Pereira Mendes,São Paulo,251,3,5,5,1450000,False,Jardim Prudência
Avenida Ceci,São Paulo,520,3,1,3,2226000,False,Planalto Paulista
Rua Turiassu,São Paulo,300,8,4,1,2000000,False,Perdizes
Rua Itaperuna,São Paulo,780,4,8,4,11990000,False,Pacaembu
Rua Boquim,São Paulo,235,3,4,6,2240000,False,Vila Ida
Rua Barão de Loreto,São Paulo,180,3,4,2,2000000,False,Vila São José
,São Paulo,323,3,5,6,1270000,False,Vila Albertina
Rua Barão de São Gabriel,São Paulo,361,4,4,4,2500000,False,Bela Aliança
Alameda Álvaro de Morais,São Paulo,208,3,1,5,1400000,False,Planalto Paulista
Rua Visconde de Indaiatuba,São Paulo,320,3,1,3,2128000,False,Alto da Lapa
Rua Judith,São Paulo,146,3,3,1,1500000,False,Vila Madalena
Rua Lomas Valentinas,São Paulo,300,4,4,4,3290000,False,Alto da Lapa
Rua Luisiania,São Paulo,180,3,4,2,1180000,False,Brooklin Paulista
,São Paulo,449,4,5,5,3500000,False,Jardim Guedala
Rua Rocinha,São Paulo,195,4,3,2,1800000,False,Bosque da Saúde
Rua Francisco de Paula Brito,São Paulo,250,3,3,4,2190000,False,Planalto Paulista
Rua Otávio Tarquínio de Souza,São Paulo,300,4,3,3,3000000,False,Campo Belo
Rua Barão do Triunfo,São Paulo,220,2,1,2,1914893,False,Brooklin Paulista
Rua Lourenço Marques,São Paulo,82,3,2,1,1200000,False,Vila Olímpia
Rua dos Macunis,São Paulo,240,3,1,5,1800000,False,Vila Madalena
Rua Francisco Gomes da Silva Prado,São Paulo,257,4,1,4,1100000,False,Bosque da Saúde
Rua Porangaba,São Paulo,200,4,1,4,1332000,False,Bosque da Saúde
Rua Potenji,São Paulo,280,3,2,2,1950000,False,Vila Mariana
Rua Murajuba,São Paulo,439,4,1,3,4200000,False,Alto de Pinheiros
Rua Califórnia,São Paulo,527,4,6,4,9396000,False,Cidade Monções
Rua Maestro Chiaffarelli,São Paulo,260,3,1,4,3900000,False,Jardim Paulista
Praça Doutor Silas Botelho,São Paulo,378,3,3,2,2000000,False,Sumaré
Rua Eunice Weaver,São Paulo,150,3,2,3,1219000,False,Jardim Anália Franco
Rua Mário,São Paulo,212,2,1,2,1200000,False,Vila Romana
,São Paulo,449,4,5,5,3500000,False,Jardim Guedala
Avenida das Magnólias,São Paulo,1574,4,5,4,28000,True,Cidade Jardim
Rua Rocinha,São Paulo,195,4,3,2,1800000,False,Bosque da Saúde
Rua Caramuru,São Paulo,200,4,1,3,1700000,False,Saúde
Rua Francisco de Paula Brito,São Paulo,250,3,3,4,2190000,False,Planalto Paulista
Rua Otávio Tarquínio de Souza,São Paulo,300,4,3,3,3000000,False,Campo Belo
Rua Barão do Triunfo,São Paulo,220,2,1,2,1914893,False,Brooklin Paulista
Rua Lourenço Marques,São Paulo,82,3,2,1,1200000,False,Vila Olímpia
Rua dos Macunis,São Paulo,240,3,1,5,1800000,False,Vila Madalena
Rua Francisco Gomes da Silva Prado,São Paulo,257,4,1,4,1100000,False,Bosque da Saúde
Rua Porangaba,São Paulo,200,4,1,4,1332000,False,Bosque da Saúde
Rua Potenji,São Paulo,280,3,2,2,1950000,False,Vila Mariana
Rua Murajuba,São Paulo,439,4,1,3,4200000,False,Alto de Pinheiros
Rua Califórnia,São Paulo,527,4,6,4,9396000,False,Cidade Monções
Rua Maestro Chiaffarelli,São Paulo,260,3,1,4,3900000,False,Jardim Paulista
Praça Doutor Silas Botelho,São Paulo,378,3,3,2,2000000,False,Sumaré
Rua Eunice Weaver,São Paulo,150,3,2,3,1219000,False,Jardim Anália Franco
Rua Mário,São Paulo,212,2,1,2,1200000,False,Vila Romana
Rua Guaraiúva,São Paulo,300,4,1,4,2000000,False,Cidade Monções
Rua Capitão Garcindo,São Paulo,280,3,3,2,2100000,False,Pacaembu
Alameda dos Apetupás,São Paulo,150,3,1,6,4200000,False,Planalto Paulista
Rua Comendador Júlio Pereira Lopes,São Paulo,380,4,3,5,1350000,False,Jardim da Glória
Rua Abegoaria,São Paulo,350,4,3,4,2250000,False,Jardim das Bandeiras
Rua Camundo,São Paulo,365,7,1,3,1915000,False,Planalto Paulista
Rua Senador César Lacerda Vergueiro,São Paulo,248,4,1,5,3500000,False,Sumarezinho
Rua dos Americanos,São Paulo,150,3,2,1,840000,False,Barra Funda
Rua Coronel Irlandino Sandoval,São Paulo,390,4,1,5,5050000,False,Jardim Paulistano
,São Paulo,153,4,2,2,690000,False,Vila Matilde
Rua Manuel Gaya,São Paulo,113,3,4,2,660000,False,Vila Mazzei
,São Paulo,250,3,3,2,700000,False,Jardim Santo Elias
Rua Brás Lourenço,São Paulo,190,4,3,2,800000,False,Vila Mariana
Rua Diana,São Paulo,122,4,1,1,1000000,False,Perdizes
Rua Conselheiro Brotero,São Paulo,170,3,2,2,745000,False,Barra Funda
Rua Major Alberto Barbosa,São Paulo,125,3,2,2,550000,False,Penha de França
Rua Imbocuí,São Paulo,167,2,2,3,1000000,False,Vila Moreira
,São Paulo,952,4,5,15,30000,True,Vila Morumbi
Rua Professor Nova Gomes,São Paulo,261,3,4,2,1691000,False,Vila Madalena
Rua Aleixo Jorge,São Paulo,150,4,1,2,1500000,False,Sumaré
Rua Heitor de Morais,São Paulo,500,4,4,10,2300000,False,Pacaembu
Rua Peixes,São Paulo,386,3,2,6,295000,False,Jardim Vila Carrão
Rua Dobrada,São Paulo,306,4,1,4,1400000,False,Casa Verde
Rua Comissário Gastão Moutinho,São Paulo,580,3,3,6,2300000,False,Morumbi
,São Paulo,207,3,3,3,1590000,False,Chácara Japonesa
Rua Banibás,São Paulo,396,4,5,4,3800000,False,Alto de Pinheiros
,São Paulo,294,4,6,5,5950000,False,Alto de Pinheiros
Rua Moacir Miguel da Silva,São Paulo,150,3,3,3,900000,False,Jardim Bonfiglioli
Rua Marechal Bitencourt,São Paulo,967,4,5,8,25000000,False,Jardim Paulista
Rua Francisco Dias Velho,São Paulo,200,3,3,2,1310000,False,Vila Cordeiro
Rua Dona Inácia Uchôa,São Paulo,154,3,2,2,850000,False,Vila Mariana
,São Paulo,85,3,3,1,371000,False,Penha de França
Rua França,São Paulo,620,4,3,6,8980000,False,Jardim Europa
,São Paulo,327,4,4,3,2900000,False,Brooklin Paulista
Rua Maestro Chiaffarelli,São Paulo,450,3,3,4,4600000,False,Jardim Paulista
,São Paulo,1060,5,3,4,30000000,False,Jardim Paulista
Rua Décio Reis,São Paulo,430,3,6,4,4800000,False,Alto de Pinheiros
Avenida Diógenes Ribeiro de Lima,São Paulo,509,5,8,6,5320000,False,Alto de Pinheiros
,São Paulo,236,3,3,1,1200000,False,Chácara Inglesa
,São Paulo,459,4,5,5,1900000,False,City América
,São Paulo,130,1,2,1,1880000,False,Pinheiros
Rua Jorge Tibiriçá,São Paulo,181,4,4,4,1990000,False,Vila Mariana
Rua Jarinu,São Paulo,121,2,1,1,695000,False,Cidade Mãe do Céu
Rua Geórgia,São Paulo,230,3,2,2,1500000,False,Brooklin Paulista
,São Paulo,383,4,3,3,3180000,False,Vila Madalena
Rua Araioses,São Paulo,160,4,4,2,1915000,False,Sumarezinho
Rua Ajuricaba,São Paulo,210,4,7,4,1890000,False,Vila Romana
Rua Belmiro Schunk Zenha,São Paulo,127,2,1,2,692000,False,Vila Cordeiro
Rua Embaixador Raul Garcia,São Paulo,111,3,1,2,1100000,False,Bosque da Saúde
Rua Realengo,São Paulo,127,3,2,2,960000,False,Vila Madalena
Rua Sebastião Meira Barros,São Paulo,138,3,2,4,430000,False,Parque Fernanda
Rua Silveira Sampaio,São Paulo,290,4,5,3,2500000,False,Fazenda Morumbi
Rua Sócrates Abrahão,São Paulo,145,3,3,2,768000,False,Parque Munhoz
Avenida Mauro Marques da Silva,São Paulo,166,3,2,6,580000,False,Vila Antônio
Rua Luís Dib Zogaib,São Paulo,825,5,4,6,7000000,False,Morumbi
Rua Silva Prado,São Paulo,365,5,3,4,3300000,False,Alto de Pinheiros
,São Paulo,510,4,5,5,4700000,False,Cidade Jardim
,São Paulo,218,3,6,2,980000,False,Ipiranga
,São Paulo,470,4,6,4,3450000,False,Jardim Guedala
Rua Maria Noschese,São Paulo,350,3,4,6,3100000,False,Jardim Novo Mundo
,São Paulo,750,4,5,6,3500000,False,Morumbi
Rua Doutor José Augusto de Queiroz,São Paulo,315,4,4,3,2850000,False,Cidade Jardim
Rua Bahia,São Paulo,460,6,5,8,5500000,False,Higienópolis
Rua Ibitinga,São Paulo,225,3,5,3,1650000,False,Vila Bertioga
,São Paulo,133,2,3,2,790000,False,Santo Amaro
Rua Januário Cardoso,São Paulo,550,2,4,2,15500000,False,Vila Nova Conceição
Rua Duarte Monis Barreto,São Paulo,600,5,7,6,4800000,False,Jardim dos Estados
,São Paulo,298,4,6,4,3200000,False,Alto de Pinheiros
,São Paulo,700,4,7,10,3000000,False,Jardim Everest
,São Paulo,400,4,3,3,5000000,False,Alto de Pinheiros
Rua Modesto Tavares de Lima,São Paulo,380,4,5,7,10000,True,Butantã
,São Paulo,250,3,3,3,3400000,False,Jardim Luzitânia
Rua Comendador Bichara Moherdauí,São Paulo,600,3,7,4,4500000,False,Jardim Leonor
Avenida Morumbi,São Paulo,480,4,5,6,2800000,False,Morumbi
Rua Nicolau Barreto,São Paulo,177,3,3,2,1500000,False,Vila Cordeiro
Rua Ícaro Sydow,São Paulo,726,4,8,5,3000000,False,Cidade Jardim
Rua General Pereira da Cunha,São Paulo,760,5,10,6,12000000,False,Retiro Morumbi
Rua Lázaro Sousa Martins,São Paulo,195,3,3,3,1300000,False,Água Branca
Rua Eliseu Visconti,São Paulo,780,4,6,3,22000,True,Paineiras do Morumbi
Rua Aecri,São Paulo,285,3,3,2,2700000,False,Vila Madalena
Rua Doutor Jesuíno de Abreu,São Paulo,285,3,5,3,1250000,False,Jardim Morumbi
Rua Manaus,São Paulo,450,3,2,4,1600000,False,Vila Bertioga
,São Paulo,115,3,3,4,370000,False,Vila Londrina
Rua José de Freitas Guimarães,São Paulo,710,4,6,5,45000,True,Pacaembu
,São Paulo,438,4,5,4,3200000,False,Jardim dos Estados
Rua Doutor João Neves Neto,São Paulo,800,4,5,8,6500000,False,Jardim Guedala
,São Paulo,441,4,7,5,3400000,False,Jardim Guedala
Rua Panamá,São Paulo,660,3,5,6,40000,True,Jardim América
Rua Jequitai,São Paulo,274,4,1,2,1350000,False,Indianópolis
Avenida das Magnólias,São Paulo,1915,4,8,25,25000000,False,Cidade Jardim
Rua Nicolau Barreto,São Paulo,177,3,3,2,1500000,False,Vila Cordeiro
Rua Ícaro Sydow,São Paulo,726,4,8,5,3000000,False,Cidade Jardim
Rua General Pereira da Cunha,São Paulo,760,5,10,6,12000000,False,Retiro Morumbi
Rua Lázaro Sousa Martins,São Paulo,195,3,3,3,1300000,False,Água Branca
Rua Eliseu Visconti,São Paulo,780,4,6,3,22000,True,Paineiras do Morumbi
Rua Aecri,São Paulo,285,3,3,2,2700000,False,Vila Madalena
Rua Doutor Jesuíno de Abreu,São Paulo,285,3,5,3,1250000,False,Jardim Morumbi
Rua Manaus,São Paulo,450,3,2,4,1600000,False,Vila Bertioga
,São Paulo,115,3,3,4,370000,False,Vila Londrina
Rua José de Freitas Guimarães,São Paulo,710,4,6,5,45000,True,Pacaembu
,São Paulo,438,4,5,4,3200000,False,Jardim dos Estados
Rua Doutor João Neves Neto,São Paulo,800,4,5,8,6500000,False,Jardim Guedala
,São Paulo,441,4,7,5,3400000,False,Jardim Guedala
Rua Panamá,São Paulo,660,3,5,6,40000,True,Jardim América
Rua Jequitai,São Paulo,274,4,1,2,1350000,False,Indianópolis
Avenida das Magnólias,São Paulo,1915,4,8,25,25000000,False,Cidade Jardim
Rua Araporé,São Paulo,626,4,6,4,4200000,False,Jardim Guedala
Rua Capote Valente,São Paulo,180,3,3,2,2200000,False,Pinheiros
,São Paulo,650,4,6,4,7000000,False,Cidade Jardim
Rua Murupi,São Paulo,700,5,7,4,6900000,False,Alto de Pinheiros
Rua Sílvio Sacramento,São Paulo,100,3,4,1,1120000,False,Pinheiros
Rua Marcelo Mistrorigo,São Paulo,450,5,6,4,6300000,False,Jardim Leonor
Rua Moncorvo Filho,São Paulo,372,4,3,4,2400000,False,Butantã
Rua Marechal Deodoro,São Paulo,500,3,3,10,6000000,False,Santo Amaro
Rua Comandante Lira,São Paulo,432,5,4,4,2500000,False,Vila Inah
Rua Apinajés,São Paulo,343,5,6,4,1190000,False,Sumaré
Rua Doutor Queirós Guimarães,São Paulo,441,3,5,5,3610000,False,Jardim Guedala
,São Paulo,440,3,6,4,4250000,False,Boaçava
Rua Aimberê,São Paulo,120,3,3,1,1180000,False,Perdizes
Rua Angatuba,São Paulo,893,4,5,6,4600000,False,Pacaembu
Rua Marques de Carvalho,São Paulo,100,3,1,4,850000,False,Cidade Mãe do Céu
Rua Gustavo Teixeira,São Paulo,300,3,3,6,2700000,False,Pacaembu
,São Paulo,110,3,3,2,550000,False,Vila Morse
Rua Barão da Passagem,São Paulo,650,4,5,6,15000,True,Bela Aliança
Rua Panamá,São Paulo,950,4,4,6,26000000,False,Jardim América
Rua Boquim,São Paulo,355,4,5,5,2990000,False,Vila Ida
Rua Barão da Passagem,São Paulo,650,4,5,6,15000,True,Bela Aliança
Rua Panamá,São Paulo,950,4,4,6,26000000,False,Jardim América
Rua Boquim,São Paulo,355,4,5,5,2990000,False,Vila Ida
Rua Corgie Assad Abdalla,São Paulo,529,4,5,6,2000000,False,Vila Sônia
Rua Joazeiro,São Paulo,700,3,4,6,3600000,False,Sumaré
Rua Escócia,São Paulo,600,4,4,4,9000000,False,Jardim Europa
Rua Alabastro,São Paulo,129,3,2,3,960000,False,Aclimação
Rua Gaspar Moreira,São Paulo,383,3,1,5,4600000,False,Butantã
,São Paulo,250,2,2,3,650000,False,Vila Santa Maria
Rua Jorge Tibiriçá,São Paulo,175,3,4,4,1650000,False,Vila Mariana
Rua Maestro Jordão Bernardino de Sene,São Paulo,323,3,2,6,2500000,False,Granja Julieta
Rua Hilário Magro Junior,São Paulo,340,3,5,3,2700000,False,Butantã
